Identifier,RIBO_GLY_1,RNA_GLY_1
NC_002516.2:2278982-2279794:+,3,4
NC_002516.2:2279917-2281578:-,3,6
NC_002516.2:2282480-2283382:+,24,7
NC_002516.2:2283419-2285323:-,4,0
NC_002516.2:2285363-2287237:-,3,1
NC_002516.2:2287523-2288929:-,16,3
NC_002516.2:2289085-2290335:-,30,6
NC_002516.2:2290339-2290980:-,24,1
NC_002516.2:2291113-2291589:+,5,3
NC_002516.2:2291791-2293065:+,7,4
NC_002516.2:2293153-2294985:+,6,10
NC_002516.2:2295013-2295522:+,0,3
NC_002516.2:2295533-2296435:+,1,0
NC_002516.2:2296432-2297088:+,1,0
NC_002516.2:2297072-2297920:+,2,0
NC_002516.2:2298012-2300663:+,6,3
NC_002516.2:2300676-2301755:+,4,1
NC_002516.2:2301752-2303035:+,3,0
NC_002516.2:2303022-2304215:+,0,0
NC_002516.2:2304318-2304827:+,13,1
NC_002516.2:2304824-2305780:+,1,3
NC_002516.2:2305782-2306627:-,5,3
NC_002516.2:2306776-2307810:-,3,3
NC_002516.2:2307957-2309432:+,6,11
NC_002516.2:2309443-2310372:+,2,7
NC_002516.2:2310357-2311112:+,3,0
NC_002516.2:2311333-2312766:-,25,10
NC_002516.2:2312899-2313789:+,5,2
NC_002516.2:2313791-2314249:+,19,5
NC_002516.2:2314512-2315690:+,29,9
NC_002516.2:2315709-2316626:+,22,11
NC_002516.2:2316708-2317403:+,7,11
NC_002516.2:2317400-2318134:+,7,10
NC_002516.2:2318226-2318624:-,0,1
NC_002516.2:2318795-2320567:+,5,1
NC_002516.2:2320586-2321062:-,0,1
NC_002516.2:2321130-2322071:-,1,2
NC_002516.2:2322068-2322781:-,2,1
NC_002516.2:2322778-2323521:-,1,2
NC_002516.2:2323554-2324783:-,3,2
NC_002516.2:2324808-2326079:-,1,2
NC_002516.2:2326334-2327287:+,14,10
NC_002516.2:2327394-2328191:+,3,2
NC_002516.2:2328176-2329156:-,10,3
NC_002516.2:2329348-2330424:+,16,6
NC_002516.2:2330591-2330833:-,2,18
NC_002516.2:2330959-2332059:-,4,66
NC_002516.2:2332392-2332820:-,2,0
NC_002516.2:2332968-2333873:-,13,2
NC_002516.2:2333999-2335135:+,4,3
NC_002516.2:2335172-2336104:+,10,10
NC_002516.2:2336209-2337846:+,4,2
NC_002516.2:2337868-2339316:+,2,3
NC_002516.2:2339352-2339987:-,14,11
NC_002516.2:2340414-2341640:-,8,25
NC_002516.2:2342493-2343044:+,11,2
NC_002516.2:2343132-2343878:+,0,0
NC_002516.2:2343862-2346480:+,5,6
NC_002516.2:2346477-2347838:+,5,3
NC_002516.2:2347828-2348541:+,3,0
NC_002516.2:2348538-2349395:+,3,2
NC_002516.2:2349488-2350060:+,3,1
NC_002516.2:2350089-2351453:+,1,3
NC_002516.2:2351906-2352430:-,2,2
NC_002516.2:2352532-2353068:+,16,3
NC_002516.2:2353086-2355608:+,6,23
NC_002516.2:2355918-2356157:+,0,2
NC_002516.2:2356168-2356716:+,2,1
NC_002516.2:2356713-2357573:+,1,3
NC_002516.2:2357593-2357781:-,2,1
NC_002516.2:2358024-2358311:+,5,2
NC_002516.2:2358364-2360802:+,5,8
NC_002516.2:2360809-2361207:-,4,0
NC_002516.2:2361706-2361873:+,22,1
NC_002516.2:2361954-2364083:+,7,2
NC_002516.2:2364311-2364802:+,3,6
NC_002516.2:2364816-2365058:+,3,2
NC_002516.2:2365081-2365962:+,5,0
NC_002516.2:2366106-2368100:+,13,10
NC_002516.2:2368111-2371413:+,6,11
NC_002516.2:2371410-2373608:+,10,6
NC_002516.2:2373610-2374605:-,0,1
NC_002516.2:2374602-2375807:-,0,2
NC_002516.2:2375804-2376541:-,2,1
NC_002516.2:2376538-2377476:-,2,0
NC_002516.2:2377480-2378727:-,2,2
NC_002516.2:2378794-2379210:-,2,8
NC_002516.2:2379310-2381460:-,8,6
NC_002516.2:2381473-2381778:-,1,0
NC_002516.2:2381775-2384555:-,5,9
NC_002516.2:2384548-2386602:-,2,4
NC_002516.2:2386595-2388346:-,7,5
NC_002516.2:2388346-2389887:-,12,11
NC_002516.2:2390255-2390620:+,17,8
NC_002516.2:2390949-2392046:+,2,9
NC_002516.2:2392043-2392819:+,2,2
NC_002516.2:2392945-2393397:+,3,2
NC_002516.2:2393424-2393633:+,0,2
NC_002516.2:2393708-2394178:+,12,1
NC_002516.2:2394182-2395258:+,4,3
NC_002516.2:2395285-2395635:+,22,2
NC_002516.2:2395691-2395912:+,1,0
NC_002516.2:2395944-2396252:-,9,7
NC_002516.2:2396536-2396883:-,1,1
NC_002516.2:2396896-2397486:-,1,7
NC_002516.2:2397569-2399668:+,5,12
NC_002516.2:2399672-2400280:-,1,0
NC_002516.2:2400655-2401605:-,2,3
NC_002516.2:2401589-2402965:-,2,1
NC_002516.2:2403151-2404284:+,1,1
NC_002516.2:2404386-2404655:-,1,1
NC_002516.2:2404949-2405233:-,0,0
NC_002516.2:2405230-2405739:-,4,4
NC_002516.2:2405993-2406877:+,3,3
NC_002516.2:2407236-2407661:+,1,1
NC_002516.2:2407681-2408847:-,3,1
NC_002516.2:2409107-2409661:+,0,0
NC_002516.2:2409837-2410181:+,4,4
NC_002516.2:2410344-2411480:-,1,6
NC_002516.2:2411709-2412122:+,4,1
NC_002516.2:2412546-2412860:+,6,2
NC_002516.2:2412857-2414251:+,22,14
NC_002516.2:2414254-2415507:+,32,17
NC_002516.2:2415661-2416245:+,11,5
NC_002516.2:2416376-2417413:+,37,6
NC_002516.2:2417410-2417754:+,16,1
NC_002516.2:2417760-2418635:+,68,20
NC_002516.2:2418723-2420318:+,10,19
NC_002516.2:2420443-2421327:+,10,1
NC_002516.2:2421343-2422020:-,3,1
NC_002516.2:2422022-2422738:-,3,4
NC_002516.2:2422819-2423625:-,43,54
NC_002516.2:2423924-2424400:-,13,1
NC_002516.2:2424482-2425429:-,9,9
NC_002516.2:2425497-2427017:-,7,1
NC_002516.2:2427014-2427544:-,2,0
NC_002516.2:2427572-2428669:-,2,2
NC_002516.2:2428852-2430177:+,3,6
NC_002516.2:2430170-2431129:+,4,1
NC_002516.2:2431126-2432139:+,10,3
NC_002516.2:2432312-2433562:+,1,2
NC_002516.2:2433748-2435070:+,1,0
NC_002516.2:2435101-2436276:+,4,0
NC_002516.2:2436304-2437299:+,4,1
NC_002516.2:2437428-2439011:+,4,0
NC_002516.2:2439150-2440253:-,7,9
NC_002516.2:2440347-2441555:-,2,4
NC_002516.2:2441771-2442691:+,3,2
NC_002516.2:2443161-2444366:+,1,3
NC_002516.2:2444886-2445533:-,35,4
NC_002516.2:2445545-2446564:-,59,16
NC_002516.2:2446597-2447325:-,15,17
NC_002516.2:2447573-2447989:-,6,3
NC_002516.2:2448033-2448533:-,33,8
NC_002516.2:2448568-2449545:-,49,15
NC_002516.2:2449554-2450765:-,18,3
NC_002516.2:2451707-2452426:+,9,4
NC_002516.2:2452469-2453140:+,4,4
NC_002516.2:2453667-2455103:+,52,50
NC_002516.2:2455103-2456569:+,112,33
NC_002516.2:2456569-2457480:+,21,11
NC_002516.2:2457510-2458280:+,64,23
NC_002516.2:2458295-2460283:+,98,53
NC_002516.2:2460283-2461470:+,33,25
NC_002516.2:2461460-2462788:+,52,23
NC_002516.2:2462797-2464005:+,19,13
NC_002516.2:2463996-2465099:+,18,12
NC_002516.2:2465102-2466538:+,33,21
NC_002516.2:2466540-2467949:+,8,11
NC_002516.2:2468032-2469099:+,30,22
NC_002516.2:2469286-2471019:+,5,2
NC_002516.2:2471075-2472076:+,3,1
NC_002516.2:2472442-2472903:-,4,3
NC_002516.2:2473213-2474445:+,6,1
NC_002516.2:2474442-2475494:+,14,3
NC_002516.2:2475495-2476781:+,13,2
NC_002516.2:2476785-2478179:+,11,3
NC_002516.2:2478312-2479130:-,9,1
NC_002516.2:2479299-2480744:+,3,1
NC_002516.2:2480844-2481830:+,13,9
NC_002516.2:2482045-2483031:+,0,1
NC_002516.2:2483049-2483924:+,0,0
NC_002516.2:2483976-2485478:+,7,1
NC_002516.2:2485471-2486118:+,1,2
NC_002516.2:2486355-2487293:-,0,1
NC_002516.2:2487856-2488878:+,15,12
NC_002516.2:2488950-2489732:+,2,2
NC_002516.2:2489725-2490675:+,2,0
NC_002516.2:2490738-2492045:+,2,2
NC_002516.2:2492064-2493050:+,4,2
NC_002516.2:2493218-2493934:+,23,5
NC_002516.2:2493937-2495712:+,27,8
NC_002516.2:2495724-2497043:+,26,9
NC_002516.2:2497116-2498012:-,10,4
NC_002516.2:2498099-2499169:+,5,0
NC_002516.2:2499133-2500338:-,4,1
NC_002516.2:2500485-2501075:+,7,5
NC_002516.2:2501083-2501598:+,3,1
NC_002516.2:2501720-2503417:+,26,8
NC_002516.2:2503425-2503895:-,8,2
NC_002516.2:2503973-2504350:+,1,1
NC_002516.2:2504375-2505436:-,50,6
NC_002516.2:2505645-2506535:+,36,14
NC_002516.2:2506614-2506964:+,3,4
NC_002516.2:2506978-2508261:+,2,1
NC_002516.2:2508293-2508763:+,4,0
NC_002516.2:2508775-2509467:+,8,4
NC_002516.2:2509480-2510334:-,7,11
NC_002516.2:2510622-2511050:+,5,3
NC_002516.2:2511057-2512514:+,1,7
NC_002516.2:2512511-2513182:+,1,2
NC_002516.2:2513179-2513841:+,2,6
NC_002516.2:2513842-2515386:+,2,5
NC_002516.2:2515373-2516008:+,1,1
NC_002516.2:2516021-2516308:-,5,3
NC_002516.2:2516429-2518561:-,17,14
NC_002516.2:2518693-2521104:-,171,55
NC_002516.2:2521258-2522616:-,13,6
NC_002516.2:2522958-2523239:-,0,1
NC_002516.2:2523236-2524201:-,2,0
NC_002516.2:2524198-2525052:-,0,1
NC_002516.2:2525049-2525846:-,2,0
NC_002516.2:2525871-2527277:-,5,3
NC_002516.2:2527412-2527657:-,1,0
NC_002516.2:2527743-2529467:-,8,8
NC_002516.2:2529464-2530213:-,5,6
NC_002516.2:2530389-2531840:-,7,12
NC_002516.2:2532059-2532601:-,21,10
NC_002516.2:2532669-2539043:-,758,213
NC_002516.2:2539063-2540082:-,85,17
NC_002516.2:2540079-2541167:-,93,18
NC_002516.2:2541197-2544946:-,280,90
NC_002516.2:2545042-2545659:-,98,33
NC_002516.2:2545769-2546635:-,3,12
NC_002516.2:2546652-2547500:-,1,3
NC_002516.2:2547508-2548530:-,0,2
NC_002516.2:2548571-2549458:-,0,2
NC_002516.2:2549748-2549906:+,0,5
NC_002516.2:2549961-2550542:+,3,4
NC_002516.2:2550619-2551122:-,119,46
NC_002516.2:2551422-2552675:-,2,2
NC_002516.2:2552675-2553850:-,1,3
NC_002516.2:2553965-2554858:+,6,9
NC_002516.2:2554962-2556260:+,8,4
NC_002516.2:2556293-2556658:+,6,1
NC_002516.2:2556948-2557964:+,0,0
NC_002516.2:2558918-2559949:-,28,6
NC_002516.2:2560144-2560665:+,7,2
NC_002516.2:2560762-2562114:+,3,0
NC_002516.2:2562447-2564072:+,83,23
NC_002516.2:2564290-2565549:+,4,10
NC_002516.2:2565580-2566815:+,3,6
NC_002516.2:2566875-2568284:-,3,2
NC_002516.2:2568929-2569693:-,6,3
NC_002516.2:2569690-2570889:-,1,3
NC_002516.2:2570855-2571691:-,3,1
NC_002516.2:2571688-2572755:-,6,1
NC_002516.2:2572805-2573365:-,5,2
NC_002516.2:2573470-2574375:+,12,9
NC_002516.2:2574376-2575992:-,2,3
NC_002516.2:2576089-2577000:-,1,0
NC_002516.2:2577150-2579519:+,6,4
NC_002516.2:2579542-2580882:+,5,2
NC_002516.2:2581034-2581939:+,12,10
NC_002516.2:2582097-2583407:+,143,57
NC_002516.2:2583483-2584415:+,71,21
NC_002516.2:2584426-2585259:+,96,13
NC_002516.2:2585299-2586411:+,120,25
NC_002516.2:2586434-2587909:+,72,15
NC_002516.2:2587906-2589414:+,47,19
NC_002516.2:2589455-2590387:+,29,28
NC_002516.2:2590430-2591665:-,41,4
NC_002516.2:2592084-2593319:+,3,3
NC_002516.2:2593330-2594547:+,2,3
NC_002516.2:2594565-2595953:+,1,0
NC_002516.2:2595985-2596779:+,4,3
NC_002516.2:2596776-2597885:+,5,6
NC_002516.2:2597869-2598522:+,3,0
NC_002516.2:2598700-2599827:+,9,5
NC_002516.2:2599893-2601047:-,13,5
NC_002516.2:2601219-2602349:-,2,5
NC_002516.2:2602346-2603530:-,5,2
NC_002516.2:2603560-2604705:-,2,3
NC_002516.2:2604715-2605275:-,0,1
NC_002516.2:2605435-2605824:-,5,6
NC_002516.2:2605937-2607022:-,6,7
NC_002516.2:2607132-2608232:-,7,8
NC_002516.2:2608229-2612044:-,26,24
NC_002516.2:2612041-2612799:-,15,5
NC_002516.2:2612817-2614148:-,19,23
NC_002516.2:2614208-2614684:-,12,11
NC_002516.2:2614893-2615438:+,20,18
NC_002516.2:2615461-2616945:+,79,41
NC_002516.2:2617019-2617516:+,23,7
NC_002516.2:2617529-2617954:+,5,3
NC_002516.2:2617938-2619731:+,19,11
NC_002516.2:2619695-2620711:+,7,7
NC_002516.2:2620713-2623262:+,15,29
NC_002516.2:2624204-2626210:+,14,17
NC_002516.2:2626221-2626757:+,3,0
NC_002516.2:2626780-2627175:-,5,3
NC_002516.2:2627452-2628093:+,5,2
NC_002516.2:2628225-2629499:+,3,2
NC_002516.2:2629916-2632231:-,632,95
NC_002516.2:2632228-2632698:-,272,48
NC_002516.2:2632963-2633199:-,19,10
NC_002516.2:2633494-2633736:+,15,6
NC_002516.2:2633803-2634954:-,89,9
NC_002516.2:2635051-2635971:-,14,7
NC_002516.2:2636013-2636336:-,4,0
NC_002516.2:2636517-2638805:-,6,7
NC_002516.2:2638928-2640259:-,2,0
NC_002516.2:2640392-2640871:-,21,4
NC_002516.2:2641035-2642030:+,38,12
NC_002516.2:2642131-2643306:+,6,4
NC_002516.2:2643306-2645297:+,3,6
NC_002516.2:2645303-2646727:+,9,7
NC_002516.2:2646776-2648410:-,5,4
NC_002516.2:2648626-2649972:+,4,7
NC_002516.2:2649995-2651278:+,3,0
NC_002516.2:2651307-2652161:+,5,2
NC_002516.2:2652230-2653057:-,11,6
NC_002516.2:2653435-2655084:+,1,1
NC_002516.2:2655187-2657634:+,20,9
NC_002516.2:2657798-2665144:-,9,16
NC_002516.2:2665156-2671629:-,22,23
NC_002516.2:2671729-2687178:-,32,63
NC_002516.2:2687497-2688708:+,2,2
NC_002516.2:2688705-2689244:+,1,2
NC_002516.2:2689241-2689570:+,0,0
NC_002516.2:2689567-2690127:+,0,0
NC_002516.2:2690160-2691113:+,4,0
NC_002516.2:2691110-2691865:+,2,2
NC_002516.2:2691862-2692767:+,2,0
NC_002516.2:2692764-2693681:+,9,5
NC_002516.2:2693781-2694545:-,1,1
NC_002516.2:2694546-2694764:-,4,0
NC_002516.2:2694842-2696251:-,8,1
NC_002516.2:2696430-2697749:-,21,11
NC_002516.2:2697742-2698167:-,8,2
NC_002516.2:2698526-2700163:+,6,9
NC_002516.2:2700167-2701105:-,11,24
NC_002516.2:2701206-2702066:+,8,4
NC_002516.2:2702164-2702844:+,6,0
NC_002516.2:2702926-2704344:+,1,2
NC_002516.2:2704377-2705297:+,2,19
NC_002516.2:2705773-2706087:+,2,0
NC_002516.2:2706387-2707181:+,32,12
NC_002516.2:2707666-2720694:-,24,34
NC_002516.2:2720767-2721531:-,3,2
NC_002516.2:2722175-2722738:+,2,0
NC_002516.2:2722755-2723222:-,0,2
NC_002516.2:2723309-2724223:-,5,4
NC_002516.2:2724485-2724730:+,3,2
NC_002516.2:2724767-2725771:-,14,5
NC_002516.2:2725967-2728141:-,9,10
NC_002516.2:2728542-2729456:+,5,8
NC_002516.2:2729571-2729840:+,19,18
NC_002516.2:2729976-2730521:-,14,7
NC_002516.2:2730518-2732503:-,96,41
NC_002516.2:2732532-2732966:-,34,13
NC_002516.2:2733120-2734160:-,25,14
NC_002516.2:2734157-2735182:-,44,7
NC_002516.2:2735194-2737194:-,105,39
NC_002516.2:2737882-2738844:+,51,44
NC_002516.2:2738841-2739716:+,51,19
NC_002516.2:2739762-2740883:-,11,3
NC_002516.2:2740977-2742353:-,13,6
NC_002516.2:2742401-2743657:-,23,6
NC_002516.2:2743800-2746679:-,62,21
NC_002516.2:2746690-2747073:-,14,10
NC_002516.2:2747332-2748255:-,5,3
NC_002516.2:2748378-2750120:+,12,5
NC_002516.2:2750128-2751663:-,24,27
NC_002516.2:2751745-2752662:-,13,25
NC_002516.2:2754602-2754823:+,12,0
NC_002516.2:2754877-2755728:+,10,3
NC_002516.2:2755725-2756252:+,8,0
NC_002516.2:2756918-2757898:+,5,5
NC_002516.2:2758061-2759182:+,2,6
NC_002516.2:2759482-2760087:-,91,37
NC_002516.2:2760323-2760619:-,5,9
NC_002516.2:2760872-2761351:-,57,32
NC_002516.2:2761921-2778804:-,352,320
NC_002516.2:2778917-2780614:-,11,10
NC_002516.2:2780927-2781451:-,68,27
NC_002516.2:2781498-2782646:-,12,3
NC_002516.2:2782764-2785226:-,6,2
NC_002516.2:2785370-2786356:-,5,3
NC_002516.2:2786365-2786883:-,9,3
NC_002516.2:2786972-2787886:-,0,2
NC_002516.2:2788011-2789072:+,4,0
NC_002516.2:2789085-2789783:+,1,0
NC_002516.2:2789861-2791207:+,2,2
NC_002516.2:2791220-2791864:+,0,1
NC_002516.2:2791906-2792817:+,5,3
NC_002516.2:2792799-2794133:-,10,7
NC_002516.2:2794206-2794976:-,18,8
NC_002516.2:2794973-2795809:-,9,7
NC_002516.2:2795809-2797572:-,15,5
NC_002516.2:2797735-2798415:+,8,3
NC_002516.2:2798412-2799734:+,9,7
NC_002516.2:2799910-2800785:-,43,5
NC_002516.2:2800782-2801435:-,14,7
NC_002516.2:2801550-2802551:-,54,15
NC_002516.2:2802702-2803316:-,14,21
NC_002516.2:2803345-2803623:+,4,5
NC_002516.2:2803640-2803834:+,9,5
NC_002516.2:2803860-2804132:-,7,2
NC_002516.2:2804230-2804994:+,4,2
NC_002516.2:2805021-2805836:+,4,3
NC_002516.2:2805917-2806291:+,3,1
NC_002516.2:2806350-2807369:-,294,122
NC_002516.2:2807469-2808512:+,32,22
NC_002516.2:2808743-2809987:+,243,21
NC_002516.2:2810009-2813197:+,477,95
NC_002516.2:2813194-2814612:+,116,58
NC_002516.2:2814767-2815282:-,8,6
NC_002516.2:2815341-2816219:-,10,1
NC_002516.2:2816347-2816979:+,4,2
NC_002516.2:2816997-2817452:+,0,0
NC_002516.2:2817449-2818675:+,3,1
NC_002516.2:2818719-2818886:-,11,5
NC_002516.2:2818990-2820489:-,17,8
NC_002516.2:2820448-2821701:+,30,9
NC_002516.2:2821705-2822322:-,10,10
NC_002516.2:2822574-2823920:-,10,2
NC_002516.2:2824283-2824501:+,0,0
NC_002516.2:2824659-2825591:-,4,3
NC_002516.2:2825636-2825926:-,1,0
NC_002516.2:2825958-2827079:-,0,3
NC_002516.2:2827241-2828113:+,3,1
NC_002516.2:2828122-2829123:-,10,15
NC_002516.2:2829440-2830834:+,91,14
NC_002516.2:2830831-2831322:+,14,5
NC_002516.2:2831341-2832363:+,19,2
NC_002516.2:2832369-2833130:-,2,0
NC_002516.2:2833155-2834168:-,2,6
NC_002516.2:2834202-2834690:-,0,0
NC_002516.2:2834687-2836054:-,2,0
NC_002516.2:2836171-2837127:-,21,22
NC_002516.2:2837334-2840489:-,4,4
NC_002516.2:2840512-2841966:-,2,0
NC_002516.2:2842019-2843305:-,2,0
NC_002516.2:2843818-2844492:+,4,2
NC_002516.2:2844489-2845907:+,4,2
NC_002516.2:2846283-2847779:-,36,10
NC_002516.2:2847776-2850886:-,42,29
NC_002516.2:2850883-2854014:-,37,25
NC_002516.2:2854011-2855291:-,24,19
NC_002516.2:2855548-2856981:+,55,17
NC_002516.2:2856981-2858306:+,39,12
NC_002516.2:2858503-2859627:+,5,2
NC_002516.2:2859777-2860274:-,291,29
NC_002516.2:2860409-2861758:-,163,30
NC_002516.2:2861914-2862825:-,6,3
NC_002516.2:2862944-2863939:+,5,6
NC_002516.2:2864170-2865105:-,62,32
NC_002516.2:2865107-2865736:-,48,12
NC_002516.2:2865748-2866200:-,12,11
NC_002516.2:2866193-2867506:-,41,32
NC_002516.2:2867542-2869302:-,92,28
NC_002516.2:2869392-2870027:-,53,41
NC_002516.2:2870162-2873827:-,62,53
NC_002516.2:2873824-2875563:-,42,27
NC_002516.2:2875697-2876410:-,21,16
NC_002516.2:2876555-2877367:+,115,17
NC_002516.2:2877477-2877908:-,4,1
NC_002516.2:2877999-2878916:+,0,3
NC_002516.2:2878976-2880370:+,0,3
NC_002516.2:2880520-2881563:+,7,9
NC_002516.2:2881754-2882983:-,5,9
NC_002516.2:2883157-2884089:+,24,13
NC_002516.2:2884206-2885333:-,8,9
NC_002516.2:2885362-2886552:-,24,11
NC_002516.2:2886570-2887337:-,11,2
NC_002516.2:2887357-2889024:-,18,7
NC_002516.2:2889202-2890287:-,7,6
NC_002516.2:2890356-2892050:-,2,5
NC_002516.2:2892271-2892963:+,10,10
NC_002516.2:2893286-2893828:-,28,22
NC_002516.2:2894147-2894377:+,5,2
NC_002516.2:2894452-2894739:-,33,32
NC_002516.2:2894908-2896614:+,14,5
NC_002516.2:2896741-2897253:-,107,30
NC_002516.2:2897610-2899097:+,5,5
NC_002516.2:2899107-2899934:-,6,10
NC_002516.2:2899924-2900349:-,1,4
NC_002516.2:2900372-2901559:-,6,12
NC_002516.2:2902218-2903981:+,18,41
NC_002516.2:2904040-2904447:-,33,21
NC_002516.2:2904566-2904907:-,8,7
NC_002516.2:2905182-2905550:-,2,2
NC_002516.2:2906166-2907578:-,11,42
NC_002516.2:2907656-2908999:+,34,34
NC_002516.2:2909010-2910617:-,45,24
NC_002516.2:2910729-2911877:-,10,5
NC_002516.2:2912225-2912827:+,45,5
NC_002516.2:2912890-2913789:-,17,17
NC_002516.2:2913922-2914359:+,4,3
NC_002516.2:2914374-2914934:+,10,3
NC_002516.2:2914966-2915832:-,38,14
NC_002516.2:2916158-2916748:-,4,3
NC_002516.2:2917172-2918212:+,156,34
NC_002516.2:2918967-2919500:-,380,93
NC_002516.2:2919591-2922569:-,78,98
NC_002516.2:2923367-2923927:-,39,39
NC_002516.2:2923961-2925787:-,74,85
NC_002516.2:2925788-2926432:-,95,195
NC_002516.2:2926773-2927921:-,104,30
NC_002516.2:2928539-2929567:+,35,6
NC_002516.2:2929583-2930797:-,4,3
NC_002516.2:2930808-2933462:-,5,4
NC_002516.2:2933582-2934388:-,62,31
NC_002516.2:2934541-2935644:+,116,31
NC_002516.2:2935851-2936423:+,10,2
NC_002516.2:2936490-2937449:-,10,3
NC_002516.2:2937585-2938541:-,4,1
NC_002516.2:2938553-2939539:-,2,2
NC_002516.2:2939646-2940797:-,7,5
NC_002516.2:2940802-2941884:-,10,4
NC_002516.2:2941894-2942838:-,12,4
NC_002516.2:2942848-2943915:-,5,7
NC_002516.2:2944255-2945151:-,8,5
NC_002516.2:2945264-2945869:+,3,1
NC_002516.2:2945866-2947449:+,14,9
NC_002516.2:2947803-2948471:+,217,68
NC_002516.2:2948582-2948977:+,9,13
NC_002516.2:2948974-2949333:+,7,7
NC_002516.2:2949333-2949638:+,13,5
NC_002516.2:2949635-2949970:+,16,12
NC_002516.2:2949967-2950950:+,20,21
NC_002516.2:2951038-2952012:+,6,7
NC_002516.2:2952017-2953414:-,75,50
NC_002516.2:2953416-2954696:-,125,44
NC_002516.2:2954818-2956143:-,46,57
NC_002516.2:2956153-2956779:-,147,39
NC_002516.2:2956805-2959240:-,144,116
NC_002516.2:2959468-2960418:+,182,28
NC_002516.2:2960456-2961136:+,9,11
NC_002516.2:2961191-2961898:+,13,10
NC_002516.2:2962003-2962221:+,227,53
NC_002516.2:2962303-2964579:-,496,303
NC_002516.2:2964607-2964975:-,216,170
NC_002516.2:2965201-2965473:+,260,62
NC_002516.2:2965546-2966802:-,2539,608
NC_002516.2:2967161-2969386:+,733,464
NC_002516.2:2969473-2969943:+,8,8
NC_002516.2:2969987-2971114:+,67,55
NC_002516.2:2971111-2971731:+,36,14
NC_002516.2:2971734-2972624:+,9,6
NC_002516.2:2972699-2974069:+,105,47
NC_002516.2:2974129-2975298:+,229,37
NC_002516.2:2975291-2975716:+,235,61
NC_002516.2:2975723-2976343:+,11,13
NC_002516.2:2976340-2977161:+,16,11
NC_002516.2:2977756-2979351:+,241,80
NC_002516.2:2979530-2981548:+,3,4
NC_002516.2:2981627-2982181:+,2,3
NC_002516.2:2982781-2983194:+,319,67
NC_002516.2:2983205-2983882:+,741,202
NC_002516.2:2983963-2985744:+,572,221
NC_002516.2:2985746-2986246:+,113,51
NC_002516.2:2986243-2987589:+,281,118
NC_002516.2:2987721-2990438:+,445,230
NC_002516.2:2990435-2991430:+,173,115
NC_002516.2:2991442-2991990:+,143,60
NC_002516.2:2992002-2992502:+,87,41
NC_002516.2:2992548-2992856:+,71,46
NC_002516.2:2992853-2994700:+,204,129
NC_002516.2:2994728-2996257:+,184,112
NC_002516.2:2996265-2997725:+,155,103
NC_002516.2:2997840-2998649:+,24,6
NC_002516.2:2998856-2999914:-,41,87
NC_002516.2:3000074-3001759:-,54,27
NC_002516.2:3001873-3003198:-,11,5
NC_002516.2:3003457-3005601:+,49,49
NC_002516.2:3005606-3005914:-,1,2
NC_002516.2:3006005-3007342:-,16,10
NC_002516.2:3007339-3008010:-,19,12
NC_002516.2:3008010-3008324:-,50,21
NC_002516.2:3008324-3008632:-,91,24
NC_002516.2:3008847-3009929:+,26,5
NC_002516.2:3009956-3010849:+,21,2
NC_002516.2:3011100-3012293:-,8,12
NC_002516.2:3012280-3012537:-,15,16
NC_002516.2:3012592-3013773:-,4,22
NC_002516.2:3013928-3015481:+,14,8
NC_002516.2:3015582-3015938:+,34,11
NC_002516.2:3016246-3016599:+,340,31
NC_002516.2:3017234-3017818:-,4,3
NC_002516.2:3017818-3018804:-,5,4
NC_002516.2:3018848-3019927:-,1,2
NC_002516.2:3019917-3020507:-,1,5
NC_002516.2:3020504-3020929:-,4,3
NC_002516.2:3020929-3021339:-,2,2
NC_002516.2:3021308-3021742:-,2,2
NC_002516.2:3021796-3022983:-,1,10
NC_002516.2:3022988-3024715:-,4,6
NC_002516.2:3024705-3025508:-,0,3
NC_002516.2:3026100-3026852:-,127,33
NC_002516.2:3027078-3028052:+,6,7
NC_002516.2:3028075-3029004:+,7,3
NC_002516.2:3029187-3030428:+,159,11
NC_002516.2:3030436-3031398:-,18,5
NC_002516.2:3031749-3035702:-,132,35
NC_002516.2:3035752-3037932:-,81,44
NC_002516.2:3037886-3038803:+,9,1
NC_002516.2:3038803-3040143:+,5,6
NC_002516.2:3040242-3042482:+,4,2
NC_002516.2:3042502-3043416:+,2,2
NC_002516.2:3043750-3044766:-,0,0
NC_002516.2:3044947-3046152:-,7,3
NC_002516.2:3046421-3046945:+,7,1
NC_002516.2:3047116-3047616:+,2,3
NC_002516.2:3047644-3047970:-,6,4
NC_002516.2:3048051-3049154:-,16,11
NC_002516.2:3049268-3050161:-,20,7
NC_002516.2:3050331-3050612:-,9,3
NC_002516.2:3050669-3051349:-,39,5
NC_002516.2:3051957-3053795:+,13,4
NC_002516.2:3053844-3055151:+,3,3
NC_002516.2:3055154-3056743:+,6,4
NC_002516.2:3056890-3057366:+,36,10
NC_002516.2:3057376-3057609:+,32,4
NC_002516.2:3057902-3058921:-,9,3
NC_002516.2:3059035-3060216:-,49,14
NC_002516.2:3060265-3060660:-,5,8
NC_002516.2:3060725-3061570:-,82,18
NC_002516.2:3061733-3062818:-,11,28
NC_002516.2:3062939-3063913:+,114,25
NC_002516.2:3063972-3064586:+,8,7
NC_002516.2:3064785-3065876:+,6,3
NC_002516.2:3066296-3067159:+,8,5
NC_002516.2:3067207-3067686:-,6,2
